id,name,followers_count,lang,time_zone,text,retweet_count
208664282.0,Aashish Salotra,385.0,en,New Delhi,"Joni Mitchell, Joni Mitchell, Joni Mitchell.",0.0
348393966.0,Abdullah Al-Ajmi,385.0,en,Eastern Time (US & Canada),The bowling alley and the Japanese toilet seats didn't surprise me at Google today. The wait in the women's bathroom did.,1.0
1245621752.0,Abijah Gupta,4910.0,en,Pacific Time (US & Canada),"RT @saraschaefer1: Great convo. ""How do we balance the responsibility to speak up with the responsibility to shut up?"" http://t.co/qObW6uTXÃ¢â¬Â¦",7.0
329481796.0,AUTOBUNNIES,79.0,en,Pacific Time (US & Canada),This guy managed to effortlessly upstage the ejector seat.   Did a little creatively inspirationalÃ¢â¬Â¦ https://t.co/lCtOvC7Tek,0.0
131043638.0,Kenneth J. McCormick,28.0,en,Eastern Time (US & Canada),RT @JoshACLU: This is not the question of someone who is going to rule against marriage equality http://t.co/sTakTJVgSG,130.0
150183040.0,AbramxJosiah,249.0,en,Easter Time (US & Canada),@EllenPapadakis on a completely separate note,0.0
91287122.0,Abubaker Alzuaree,698.0,en,Central Time (US & Canada),@EllenPapadakis hey what was that civ pro Oregon bakery case?,0.0
2244762307.0,Acy,173.0,en-gb,Pacific Time (US & Canada),@EllenPapadakis best thing in the world would be to get EPC I think. You?,0.0
344457551.0,Horse Dick,943.0,en,Mountain Time (US & Canada),@EllenPapadakis provided you can claim a legit public policy exception. But I thought a state having whatever it wants was enough,0.0
2360378178.0,Addie Dupont,81.0,en,Easter Time (US & Canada),"@EllenPapadakis my ancient recollection (provided, of course nothing has hanged) is that there is always an out really to FFand C",0.0
398467095.0,.,247.0,en,Central Time (US & Canada),@EllenPapadakis was just giving a talk so haven't been able to listen / read. Have they mentioned Facts of Life?,0.0
2400711853.0,Adityo Hassan,1651.0,en,Easter Time (US & Canada),@bookmeister @studiomondeo nope. Thanks for giving it a shot,0.0
32494880.0,Adrain Ess ®,1233.0,en,Eastern Time (US & Canada),Finding that @mailbox is either crashing or hanging. Is this happening for you?,0.0
2362812823.0,Sr.Lechumbreon Minun,159.0,es,,@JShahryar EXCEPT for my desire to design a game called Cocktail Party when I worked at Bill Gross' first CD-ROM start up.,0.0
509255384.0,  RØNÊØ `ANTØ`  ,241.0,es,Amsterdam,@JShahryar the only game I really enjoyed after that one much was Galaga. Once they added two buttons to a game I just forgot the genre.,0.0
86565348.0,HashirsFied RaJa,1401.0,en,Central Time (US & Canada),@scottjohnson did you keep em?,0.0
250207934.0, #AF@)@'F 'DC@F/1J ,589.0,en,Alaska,Can Joan Rivers get the Mark Twain award posthumously? For next year #TwainforJoan#fb,0.0
238040058.0,Däve Agee,358.0,en,Central Time (US & Canada),The last video game I was good at: http://t.co/tla2MOGccF,0.0
476876406.0,Helena.,1193.0,es,Madrid,The last video game I was good at: http://t.co/qCkMHLRFky,1.0
190345460.0,Aggi O'Sullivan,136.0,en,Amsterdam,The last video game I was any good at:http://t.co/oN60Ls9J5I,0.0
1376257824.0,"Jordan Y. Melecio"",AgyapasJordan""",388.0,Beijing,"16.383548,120.574871","@Sharkyl Aw, every nerd knows the social cue miss.  That used to be the tech biz. Btw Bandagon looks v cool!",0.0
714550385.0,Ahmad Waleed Arshad,120.0,en,Islamabad,@Sharkyl Seemed like maybe that was it. Was nice and shook my hand before he went. Ironically he's from Niagara Falls NY!,0.0
474152548.0,JordanClark,1114.0,en,Pacific Time (US & Canada),"ThxMT @Sharkyl   @heathr Great set on Thur, 1st time seeing you. Talking guy is actually very sweet, but has disablities. You handled great",0.0
1373517728.0,Jerome,348.0,en,Easter Time (US & Canada),@Sharkyl very sad.,0.0
177906959.0,Akhtarul Iman,93.0,en,New Delhi,@lizgannes congrats!,0.0
2248762537.0,AJ,235.0,en,Easter Time (US & Canada),"@kenyatta @jah Justin, this show is great and it made me miss both of you and more of this conversation. Great making inspiration.",0.0
462534253.0,Harpo=,399.0,en,Atlantic Time (Canada),"@dearsarah with the ""already successful"" hero we're making some strides. With the upstart or ""every woman as every person"" a bit to go.",0.0
93941188.0,Amy E Jackman,71.0,en,Alaska,@dearsarah Yup! Reminds me of the Streep quotes from WITW about the core challenge being how to get men to identify with women protagonists.,0.0
22437394.0,Alberto Desfassiaux,763.0,en,Mexico City,"RT @dearsarah: @heathr similarly, though the majority of Twitter's BOD didn't graduate college, only Hillary Clinton was initially considerÃ¢â¬Â¦",1.0
1195136336.0,Bert,244.0,en,Easter Time (US & Canada),the web I love MT @kenyatta   so @jah came to town so i fasted on coffee and we turned on a camera and this ensued http://t.co/A9ywbHhoSa,0.0
1956659528.0,McGeese,281.0,en,Easter Time (US & Canada),"@dearsarah this reminds me of how people responded to the idea of a female host for TDS.  ""Already proven"" is a double standard and limiting",0.0
1175224910.0,SRK's Mexican Wife e,2134.0,es,Eastern Time (US & Canada),@burstofbeaden congrats Jon!,0.0
578904059.0,;5:A0=4@ 0;552,865.0,ru,Abu Dhabi,One of my fave pages on the Net: @nytimes short cooking basic videoshttp://t.co/VCkjkZ2Dsd,0.0
454183646.0,Alex B,400.0,en,Amsterdam,@RippleCreekNW @sprawlgeek I disagree that tech makes people behave badly. The responsibility lies with us humans.,2.0
318040219.0,alex,625.0,en,Casablanca,RT @JohnMaloney: Always a Fagen fan but his Coachella diary seals it http://t.co/1tMfGq0cUE,1.0
558782771.0,Island Mermaid ,202.0,en,Atlantic Time (Canada),Twitter doesn't have a good enough history re gender for it to read that way Ã¢â¬Å@jlp: @heathr itÃ¢â¬â¢s from headline news. ItÃ¢â¬â¢s facetiousÃ¢â¬Â,0.0
1425572605.0,BBBBB,451.0,en,Easter Time (US & Canada),"If you don't believe in hell, it's hard to find it. Same with ugly. #feminist #Jewish",0.0
103668192.0,lex,269.0,en,Central Time (US & Canada),Really twitter? Who wrote this encapsulation of the trend? @dickc @ev @rosenblattdavid @karaswisher http://t.co/UshK4wzp4H,1.0
50034798.0,Alicia Cox-Hall,553.0,en,Central Time (US & Canada),@page88 interesting the way the world of capital believes it can hack all the usefulness from spiritual practice without the spirituality,0.0
2574200442.0,Alianna,170.0,en,Easter Time (US & Canada),Great piece from @page88 on taking spirituality out for biz MT@chrisfahey: Ã¢â¬ÅMindfulnessÃ¢â¬Â is the new Ã¢â¬ÅsustainableÃ¢â¬ÂÃ¢â¬âhttp://t.co/dvxnhuDKrZÃ¢â¬Â,1.0
53114456.0,Aliyah Khan,884.0,en,Quito,@Documentally the maintenance change is very appealing,0.0
1495594020.0,Makéni,192.0,en,Atlantic Time (Canada),@JenaFriedman I'm guessing hundreds to 1000 but 30something have publicly spoken,0.0
1387377110.0,Allison ,254.0,en,Easter Time (US & Canada),RT @TheEconomist: American airlines' quality rating1 Virgin America2 Hawaiian3 Delta4 JetBlue5 Alaska http://t.co/5OqJA3zS0V http://tÃ¢â¬Â¦,257.0
1892545526.0,AllyC,285.0,en,Easter Time (US & Canada),RT @larrybobsf: Sunday in #Berlin: Vaginal Davis shows Bugsy Malone starring Jodie Foster at ArsenalDetails: http://t.co/ukX7gKbncT https:Ã¢â¬Â¦,2.0
489714722.0,Almina  ,53.0,sv,Stockholm,Picked up another spectacular middle-aged accomplishment : slept through the night last night! #newsuperpower#fb,1.0
278811330.0,Aloooo (Õ?Õ?),344.0,en,Pacific Time (US & Canada),@ElisaC @sprawlgeek privileging of corporate liability shield in politics over positive connection of responsibility to each other,1.0
64534012.0,Lonso,701.0,en,Central Time (US & Canada),"@ElisaC @sprawlgeek are we to do things together or ""on our own."" And how can we do them together with erasure of our uniqueness",0.0
138472981.0,Alps Sarsis,87.0,en,Easter Time (US & Canada),@ElisaC @sprawlgeek I believe it's bigger and broader (and older) than current tech biz. And at core an emotional issue,0.0
1727495887.0,E,142.0,en,Easter Time (US & Canada),@ElisaC @sprawlgeek ...sustained value. Dismantling of shared resources and sense of shared involvement ie public education,0.0
440901699.0,Casandra Alvarez,650.0,en,Pacific Time (US & Canada),"@ElisaC @sprawlgeek I think a lot I the problem is in big capital funds, the names you don't know, the direction to invest in exits vs",1.0
185216671.0,Álvaro Gordo Outlaw,415.0,en,Madrid,"@sarahgranger @ElisaC @dooce it's just what makes life better, for more. Do business, tech, law, medicine etc serve people or the reverse?",0.0
32831822.0,Charlie,689.0,en,Madrid,@sprawlgeek @ElisaC @mylifeasaghost @RippleCreekNW CyberSelfish is a book by Paulina Borsook that saw what was happening in tech first,1.0
2938551012.0,AlyssaEmeraldBlossom,108.0,en,Easter Time (US & Canada),@ElisaC I saw women do the same thing re: Hollywood casting to prove themselves/keep work,0.0
241347721.0,Three Mile Lyle,651.0,en,Arizona,"Oy vey. The price. Ã¢â¬Å@ElisaC: @heathr Hey, I selected booth babes for our booths and had to act all cool about it. #notproudÃ¢â¬Â",0.0
20301520.0,Nathan Bayliss,220.0,en,Wellington,@RippleCreekNW thanks that's v kind,0.0
1191129162.0,L CHIC IMPE/FECTA,2544.0,es,Madrid,@ElisaC the web felt clearly like it was about *people*. Lots of early women inc @dooce. Early blogging (pre-blogging software) was v human,2.0
49709134.0,Aman Gupta,631.0,en,Mumbai,"@ElisaC that's really interesting.Early web times felt like a liberal arts nerd table bonanza.Hardware was a ""mature"" biz ie booth babes",2.0
58797847.0,Amanda,451.0,en,La Paz,"RT @ElisaC: @heathr Ah. See I was in more traditional tech (hardware/systems), not Internet, during 90s/early oughts. Super male dominated Ã¢â¬Â¦",2.0
392080330.0,Amanda Reynolds,389.0,en,Easter Time (US & Canada),@ElisaC I was (still am) part of a group called No End about humanizing. But capital has laid waste to those impulses leading,1.0
1120863444.0,Amanda,1068.0,en,Kuala Lumpur,@ElisaC it felt better for me as a woman coming to early web / Valley bc women ourselves were not a product as we re in Hollywood.,0.0
1261040287.0,Jenn,1953.0,en,Tijuana,@ElisaC but @mylifeasaghost wrote CyberSelfish early and she saw that impulse first and was right it would rule,0.0
2257926470.0,G.O,385.0,fr,France,@ElisaC and the general leftover hippiness that was still in everything as well as the feeling of being at the nerd table: earnestness,0.0
96815122.0,Amit Agrawal,99.0,en,Mumbai,"@ElisaC also a culture of sharing information, ideas and problem solving . Still felt that w developers @fluentconf this week...",0.0
120833703.0,Emma B-W,599.0,en,Amsterdam,@ElisaC developers all time time and there was this orientation to education and being open for the most people to be able to use your stuff,0.0
58477691.0,Muammar Syarbini,1878.0,en,Jakarta,@ElisaC well I was coming from Hollywood ;) It seemed to me that the entire notion of a platform meant people were trying to encourage...,0.0
22798846.0,Amy Bryant,665.0,en,Central Time (US & Canada),@ElisaC the earlier tech community felt to me full of caring for each other. How do we re-centre that? Make healthiness a goal over scale?,1.0
381753637.0,Anafan2 ,462.0,en,Easter Time (US & Canada),"@ElisaC and all these choices are connected. Substituting the words ""choice"" and ""freedom"" for ""I care about how you're doing""",2.0
2718118608.0,Guatón Dave,32.0,en,Georgetown,@ElisaC this one is even more insidious I think because it's going 2 last longer. Upside of the downside is that it shows our dehumanization,2.0
581233948.0,Òri,422.0,es,Madrid,@ElisaC we need a giant relational reboot. What does it look like to put the well-being of everyone we work with and for first (inc us)?,1.0
1194760087.0,Andrew Gorton,1915.0,en,Easter Time (US & Canada),"@ElisaC if you are focussed on ""amazing UX"" for customers that doesn't create good things for those critical to creating it,it's just fetish",2.0
3140424071.0,Andrew Andries,100.0,en,Alaska,@ElisaC absolutely. And many of those businesses are funded the way they are because they presume no obligation to employees,1.0
434832511.0,andy chatlani,23.0,es,,"RT @ElisaC: @heathr This makes me concerned abt Ã¢â¬ÅsharingÃ¢â¬Â or Ã¢â¬ÅcollaborativeÃ¢â¬Â economy. It's an economy for few, unless we change social apprÃ¢â¬Â¦",1.0
517639654.0,Pleasure and pain,592.0,es,London,@ElisaC otherwise you're just building the Matrix to entrap yourself. Way we use capital is *a choice.* many see it as magically in charge,0.0
468080275.0,AngelBadAss ,486.0,en,Easter Time (US & Canada),@ElisaC a culture that says how can shines a and tech support a good life for all is what I am interested in,0.0
622956477.0,Kaye Anwan - Bennin.,167.0,en,London,Me too! Great talks out there about this from @pinboard @baconmeteor Ã¢â¬Å@ElisaC: @heathr That sounds like heaven to me :) #lifestylebusinessÃ¢â¬Â,0.0
149723283.0,Gelo Carter,1347.0,en,Alaska,"RT @ElisaC: @heathr If you can build business that supports you, your family, maybe a few employees in lifestyle you enjoy/are proud of CONÃ¢â¬Â¦",1.0
742326175.0,ANGELOU (,500.0,en,Beijing,"RT @ElisaC: @heathr I agree. Whenever I speak publicly abt entrepreneurism, I mention that despite general disdain around the term Ã¢â¬ÅlifestyÃ¢â¬Â¦",1.0
2311184364.0,Angelica Roquiño,118.0,en,Urumqi,@ElisaC Valley and capital culture in general seek scale above all else. What if we put a good life and community first?,0.0
2251878995.0,Inés ,720.0,es,Belgrade,@ElisaC sure. Or is there also a smaller scale to work on that is more sustainable for a good life?,0.0
2378140945.0,Anis,14.0,en,Easter Time (US & Canada),"RT @ElisaC: @heathr Well, exactly. ItÃ¢â¬â¢s like being a solo consultant. Lack of scale exists in any business, including that one.",1.0
519445792.0,Anja ,1439.0,en,Belgrade,@ElisaC any blogging at all. The mediums don't go away but the way we use them does when culture changes.,0.0
2920448851.0,Pats (,175.0,en,Easter Time (US & Canada),@ElisaC I don't know. This seems like a pretty specific thing about limits on individual personal blogging with a large audience not...,0.0
252882696.0,Anna,1280.0,en,Mountain Time (US & Canada),@kottke @tcarmody what do you think made this change to public rock throwing happen and what would we need to treat each other better?,0.0
41950696.0,Anna Miller,508.0,en,Eastern Time (US & Canada),A moment Ã¢â¬Å@kottke: Dooce is retiring from blogging for a living; the canaries in the coal mine are piling up http://t.co/xggNbr6IZkÃ¢â¬Â,10.0
2941150861.0,annalise ,280.0,en,Easter Time (US & Canada),RT @AfAmEducation: Congratulations to the first Black female Attorney General of the United States #LorettaLynch on your confirmation! httpÃ¢â¬Â¦,984.0
2204112777.0,HBD Shahebaz Bhai,790.0,en,Easter Time (US & Canada),RT @ShannonDowney: A little help for folks who are confused about #BruceJennerABC talking about gender identity vs sexual orientation http:Ã¢â¬Â¦,1598.0
484522355.0,(A*. *>#M!G/ ,15305.0,en,New Delhi,"Being strong and focused and athletic and competitive doesn't make you a man, women or any gender. They just make you someone to reckon with",1.0
1874015534.0,Anuraag Kalluri,121.0,en,Easter Time (US & Canada),"Bruce Jenner is one example of how strong and focused and athletic women are. Happily, those qualities are not restricted to one gender.",1.0
59689509.0,Ara,61.0,en,Easter Time (US & Canada),Feminism is about ending restrictions based on gender categories and about ending restrictions on how to be a woman. #BruceJenner,15.0
1897930380.0,Araceli Hernandez,34.0,en,Easter Time (US & Canada),"And if Bruce Jenner is not your concept of who or how a woman is, then maybe you are already wrong about who or what any woman is.",6.0
58702972.0,Arielle Du Quesnay,298.0,en,Easter Time (US & Canada),RT @TheTaskForce: Beyond Bruce Jenner: 29% of #transgender women who've accessed a homeless shelter were physically assaulted there http://Ã¢â¬Â¦,341.0
508355849.0,bella,7689.0,en,Nuku'alofa,"If you are not out as yourself you cannot be or feel known. This is something everyone wants. This, more than anything, is why ppl come out.",3.0
3164941860.0,Ariana Reweti,72.0,en,Easter Time (US & Canada),Coming out is about being yourself. All the time. It is always vulnerable and powerful. Kudos to Bruce Jenner and everyone else who does it.,3.0
110122113.0,Ariane Tan,458.0,en,Beijing,In case you're dying of curiousity we won 9-0. I had 2 including a one-timer from a face off. #12yoselftweet #fb http://t.co/tTjD9K5b5J,1.0
866157062.0,Armand Vervaeck,3491.0,en,Athens,Just found out on the drive to the first tournament game that this is the California hockey championships.#fb,0.0
231257304.0,Comisario Armuño,1045.0,es,Madrid,MT@harnischfound more likely for a survivor of #sexualassault to drop out of college thn person found guilty to be expelled-@aelizabethclark,0.0
884366718.0,Arna Begovic,788.0,en,Amsterdam,RT @Joan_Rivers: Joan's @nytimes bestseller is now out on paperback with new material! #DiaryOfAMadDiva #JoanRivers http://t.co/Nk20GHXNFg,69.0
208913421.0,Arrah Camillia,147.0,en,Singapore,Not a single person looks good with that baggy wool cap barely clinging to their noggin.#fb,0.0
229875064.0,Artur Monakhov,3.0,ru,Athens,@mattthomas apologies if I was interrupting,0.0
341900539.0,",«IãC°H³¦C",536.0,en,Central Time (US & Canada),@mattthomas and those economic problems are IMO often extensions of some form of dehumanization or other wrapped up in a Locke sandwich.,0.0
136245387.0,Arun Yadav,462.0,en,New Delhi,@mattthomas divide and conquer persists. So does unite over someone else's ass.,0.0
745638440.0,Marc A. Kokaram,417.0,en,Eastern Time (US & Canada),"@mattthomas like the US is ""thriving"" democracy, but has it every been for everyone? First Nations people?",0.0
1544322560.0,"Ever, Greatest.",314.0,en,Easter Time (US & Canada),"@mattthomas plenty of ""thriving"" democracy cathart onto minorities as ways to diffuse real economic problems.",0.0
1505023116.0,Ashley Fuller[PB],62.0,en,Easter Time (US & Canada),@mattthomas y'know going through the Holocaust museum in Berlin made it pretty clear to me there was no boom but maybe 1000 yrs coming.,1.0
119112245.0,Ashley Strasburg,101.0,en,Easter Time (US & Canada),@thejeffdavidson @kthalps @debs historic.,0.0
368134512.0,Ashleywingender,247.0,en,Eastern Time (US & Canada),RT @LadyBits: The latest on the @LadyBits/@motherboard Bodies of the Future series explores the lack of female input in IUD design http://tÃ¢â¬Â¦,5.0
485384525.0,Ashton .,604.0,en,Eastern Time (US & Canada),If you haven't already read this do it now MT@shegotchutzpah: I just want to hear @amyschumer talk forever.http://t.co/B3CIIyX7hQÃ¢â¬Â #fb,0.0
2152052819.0,Alan-ish,220.0,en,Easter Time (US & Canada),Fantastic ! Ã¢â¬Å@Digidave: Waldo Tunnel (from SF to Marin) to be renamed the Robin Williams tunnel. http://t.co/ZkdS2aOjsPÃ¢â¬Â #fb,0.0
634704287.0,Asma,286.0,en,Athens,My powers of invisibility. https://t.co/e9i1sDLh5f,0.0
2557136665.0,Asum Jessen,55.0,en-gb,,RT @thinkprogress: American Muslims are more supportive of same-sex marriage than white evangelical Christians http://t.co/E5Ztf56G5u http:Ã¢â¬Â¦,368.0
92999280.0,Kevin Stern,344.0,en,Pacific Time (US & Canada),@benjammingh $2.45 more than SF minimum wage,0.0
372835779.0,jr,369.0,en,Mountain Time (US & Canada),Just paid $13.50 to park for 2 hours in the Mission while I did a show.#fb,0.0
1858934186.0,Austin,6897.0,en,Easter Time (US & Canada),Joe Nguyen closing out our show. I had another really good set tonight. Clean set too. And I had toÃ¢â¬Â¦ https://t.co/FAJCl4ANH6,0.0
282427769.0,Austin Conway,363.0,en,Hawaii,RT @Sherman_Alexie: What's the over/under on number of hours per week that Rick Santorum spends deeply thinking about gay men?,152.0
40219052.0,Saif,252.0,en,Hawaii,@peterc thanks Peter,0.0
1408912964.0,Averyy,169.0,en,Easter Time (US & Canada),@annehelen I have no idea what happened after the walk off on Sandlers film and it will be v interesting to find out.,0.0
40008819.0,Bryan Klinger,41.0,en,Easter Time (US & Canada),"@annehelen I think the problem isn't ""punching down"" in the case. It's not even being aware you're using someone as a punching bag.",0.0
777083114.0,Detective9,321.0,en,Beijing,@JenaFriedman I share your sentiment (but oy that headline). When asked for getting started advice I always suggest watching bad open mics.,0.0
24080811.0,Amanda,35379.0,en,Eastern Time (US & Canada),"""I think women are still seen as second class citizens."" - @BarbraStreisand http://t.co/HJJCUNaWzU",0.0
990963038.0,Aya,26.0,ja,Irkutsk,V cool new use of podcasting: excellent writer/performer Heather Woodbury 's serial solo show As The Globe Warms https://t.co/CHucCEwSZQ#fb,1.0
448697610.0,Miracle Murray,229.0,en,Alaska,@CaseyMalone My pleasure. It took me years before it dawned on me that feeling good with the person was part of the damn therapy.,0.0
110928853.0,Ayumi,15171.0,ja,Tokyo,@CaseyMalone toll of that by asking for 15 minute free meetings where you can feel whether you're comfortable or not w them and their space,0.0
54552304.0,Azaria Wilson,334.0,en,Easter Time (US & Canada),@CaseyMalone it can be really dejecting if you're not in a good place and then disappointed when you reach out. You can decrease the...,0.0
2772354013.0,lyn,28.0,en,Easter Time (US & Canada),@CaseyMalone they are out there Casey. Don't give up. But *liking* your provider is critical for the care to do any good.,0.0
2799099042.0,Jeremy Kenaston,166.0,en,Central Time (US & Canada),Native American actors walk off set of Adam Sandler's latest movie http://t.co/OCRO8FSS95#fb via @leannamclennan,8.0
400983194.0,Bryan Escobar,204.0,en,Quito,"Yesterday, crowd work with JavaScript coders, today comedy for Chabad. Codeswitch.#fb",1.0
497404180.0,LayZ,1575.0,en,Atlantic Time (Canada),@Weezus I love it.,0.0
